total_rooms,total_bedrooms,population,households
2405.0,476.0,1197.0,412.0
2390.0,484.0,1131.0,452.0
2532.0,458.0,1183.0,450.0
2248.0,489.0,1132.0,444.0
1774.0,370.0,875.0,354.0
3611.0,772.0,2060.0,759.0
1822.0,449.0,930.0,399.0
1745.0,379.0,1011.0,370.0
2281.0,444.0,1274.0,438.0
2786.0,559.0,1528.0,517.0
3664.0,647.0,1686.0,613.0
2753.0,494.0,1414.0,459.0
1141.0,220.0,563.0,200.0
2771.0,546.0,1423.0,505.0
2879.0,578.0,1399.0,586.0
1411.0,330.0,494.0,227.0
2255.0,416.0,1171.0,411.0
2539.0,466.0,1271.0,438.0
1633.0,243.0,750.0,252.0
2216.0,378.0,1006.0,338.0
1187.0,236.0,728.0,248.0
2596.0,557.0,1536.0,549.0
1270.0,365.0,840.0,324.0
2842.0,640.0,1658.0,608.0
2858.0,612.0,1422.0,589.0
2723.0,551.0,1326.0,547.0
1286.0,271.0,694.0,236.0
2633.0,530.0,1324.0,513.0
1804.0,321.0,782.0,300.0
1429.0,265.0,692.0,245.0
2102.0,377.0,1059.0,384.0
1833.0,422.0,939.0,408.0
1682.0,332.0,887.0,316.0
695.0,126.0,319.0,124.0
2502.0,523.0,1296.0,481.0
2333.0,514.0,1308.0,509.0
1748.0,337.0,921.0,327.0
994.0,,495.0,181.0
3552.0,704.0,1801.0,658.0
2734.0,501.0,1413.0,484.0
3783.0,702.0,1970.0,639.0
3019.0,578.0,1538.0,545.0
1182.0,250.0,512.0,210.0
1540.0,315.0,883.0,321.0
3013.0,486.0,1361.0,515.0
2153.0,461.0,903.0,314.0
2149.0,498.0,631.0,273.0
754.0,161.0,247.0,107.0
2701.0,573.0,892.0,358.0
2721.0,627.0,1356.0,468.0
1183.0,276.0,513.0,206.0
2816.0,639.0,1027.0,406.0
821.0,170.0,477.0,129.0
3099.0,519.0,1447.0,494.0
3057.0,577.0,1497.0,556.0
4581.0,881.0,1799.0,734.0
2411.0,463.0,786.0,297.0
2413.0,524.0,805.0,329.0
2237.0,434.0,834.0,318.0
1581.0,299.0,776.0,287.0
2909.0,549.0,1537.0,522.0
2548.0,537.0,1118.0,461.0
1922.0,411.0,872.0,350.0
2668.0,516.0,915.0,362.0
2737.0,512.0,1168.0,442.0
2029.0,378.0,936.0,343.0
1404.0,247.0,544.0,201.0
1781.0,346.0,734.0,287.0
1516.0,289.0,304.0,131.0
690.0,129.0,305.0,110.0
1791.0,356.0,432.0,190.0
296.0,63.0,143.0,56.0
1276.0,292.0,358.0,145.0
2286.0,444.0,498.0,216.0
3272.0,663.0,1467.0,553.0
4225.0,835.0,1908.0,686.0
3599.0,695.0,1572.0,601.0
2400.0,485.0,1109.0,443.0
1885.0,350.0,953.0,328.0
1867.0,424.0,802.0,314.0
2344.0,532.0,1117.0,424.0
1941.0,477.0,1000.0,390.0
1654.0,369.0,669.0,273.0
4017.0,792.0,1634.0,619.0
2010.0,360.0,947.0,306.0
4206.0,922.0,1863.0,869.0
2644.0,459.0,1113.0,483.0
3319.0,664.0,1492.0,631.0
1525.0,308.0,661.0,285.0
3643.0,801.0,1784.0,743.0
2200.0,414.0,950.0,367.0
2722.0,479.0,1108.0,430.0
1729.0,355.0,848.0,328.0
4288.0,789.0,1800.0,660.0
1277.0,263.0,600.0,241.0
2773.0,679.0,1066.0,424.0
4453.0,797.0,1817.0,685.0
3689.0,644.0,1544.0,566.0
2245.0,448.0,1155.0,421.0
1729.0,419.0,929.0,370.0
910.0,199.0,370.0,169.0
1393.0,294.0,521.0,249.0
2300.0,513.0,1151.0,488.0
4059.0,787.0,1700.0,702.0
5266.0,1031.0,2147.0,885.0
2740.0,503.0,1188.0,445.0
178.0,40.0,55.0,25.0
1958.0,386.0,725.0,331.0
4513.0,985.0,1926.0,815.0
602.0,153.0,112.0,47.0
4019.0,824.0,1728.0,706.0
14125.0,2344.0,6456.0,2147.0
7854.0,1446.0,4361.0,1395.0
2766.0,604.0,1441.0,552.0
2122.0,400.0,1189.0,408.0
3018.0,557.0,1445.0,556.0
1939.0,353.0,968.0,392.0
931.0,181.0,566.0,207.0
2549.0,478.0,1275.0,494.0
2256.0,451.0,1057.0,426.0
3013.0,563.0,1353.0,512.0
2161.0,440.0,966.0,360.0
4368.0,779.0,2083.0,741.0
6860.0,1079.0,3205.0,1058.0
2811.0,,1574.0,516.0
4590.0,857.0,2920.0,832.0
15654.0,2394.0,7025.0,2168.0
833.0,188.0,652.0,165.0
4397.0,997.0,2539.0,965.0
5451.0,1194.0,2957.0,1081.0
1213.0,395.0,699.0,386.0
3317.0,1058.0,1794.0,990.0
248.0,86.0,173.0,69.0
1780.0,373.0,824.0,317.0
2315.0,556.0,1113.0,486.0
1591.0,372.0,817.0,357.0
4143.0,895.0,2240.0,847.0
1851.0,356.0,849.0,307.0
2050.0,492.0,1277.0,463.0
1743.0,388.0,889.0,341.0
1303.0,278.0,694.0,269.0
2715.0,435.0,1006.0,429.0
3007.0,524.0,1152.0,486.0
2111.0,310.0,772.0,323.0
5154.0,1084.0,2459.0,1019.0
3223.0,564.0,1325.0,539.0
2967.0,500.0,1243.0,523.0
1625.0,255.0,578.0,243.0
1339.0,298.0,794.0,286.0
2365.0,504.0,1131.0,458.0
2846.0,705.0,1519.0,620.0
793.0,216.0,505.0,194.0
1560.0,353.0,670.0,287.0
2573.0,639.0,1238.0,529.0
3102.0,734.0,1623.0,639.0
4423.0,1001.0,2109.0,874.0
5266.0,1167.0,3124.0,1025.0
3699.0,671.0,2388.0,699.0
963.0,159.0,392.0,176.0
3921.0,727.0,2830.0,680.0
5382.0,928.0,3928.0,921.0
3072.0,790.0,1375.0,705.0
8479.0,1759.0,5008.0,1646.0
6817.0,1188.0,4163.0,1135.0
2917.0,543.0,1878.0,531.0
5129.0,,2824.0,738.0
1253.0,238.0,753.0,236.0
1412.0,260.0,792.0,268.0
2804.0,587.0,1083.0,573.0
1888.0,457.0,830.0,408.0
2434.0,428.0,926.0,423.0
3000.0,525.0,1207.0,491.0
4976.0,849.0,2089.0,803.0
2125.0,278.0,857.0,272.0
6360.0,1236.0,2876.0,1127.0
3515.0,626.0,1764.0,626.0
3008.0,532.0,1381.0,522.0
18392.0,2782.0,8276.0,2742.0
9567.0,1729.0,4620.0,1580.0
614.0,118.0,278.0,115.0
3794.0,772.0,1756.0,724.0
3401.0,616.0,1750.0,602.0
673.0,145.0,318.0,137.0
1538.0,255.0,669.0,263.0
1625.0,239.0,703.0,224.0
1953.0,265.0,658.0,270.0
2475.0,341.0,812.0,308.0
3273.0,495.0,1497.0,454.0
4093.0,651.0,2228.0,646.0
1173.0,146.0,450.0,154.0
7367.0,1042.0,3193.0,983.0
6920.0,996.0,3196.0,978.0
6761.0,1234.0,3237.0,1177.0
6718.0,858.0,2012.0,654.0
3861.0,795.0,2129.0,806.0
3304.0,493.0,1464.0,488.0
5114.0,833.0,2418.0,778.0
1569.0,199.0,713.0,209.0
7030.0,1191.0,3238.0,1055.0
8778.0,1291.0,4010.0,1188.0
263.0,73.0,88.0,42.0
1070.0,199.0,631.0,195.0
1336.0,251.0,680.0,231.0
1818.0,323.0,953.0,298.0
1562.0,289.0,898.0,307.0
1248.0,221.0,672.0,222.0
7937.0,1635.0,4390.0,1567.0
1214.0,244.0,632.0,254.0
199.0,36.0,101.0,38.0
3082.0,702.0,1795.0,703.0
1176.0,291.0,648.0,271.0
1203.0,287.0,571.0,255.0
582.0,131.0,241.0,106.0
7195.0,1416.0,3927.0,1377.0
8517.0,1910.0,4508.0,1837.0
3580.0,735.0,1959.0,731.0
4617.0,1046.0,2685.0,1011.0
3440.0,787.0,2085.0,748.0
1940.0,384.0,1177.0,403.0
2237.0,464.0,1169.0,425.0
3899.0,763.0,2198.0,779.0
9089.0,1542.0,4758.0,1520.0
2894.0,602.0,1566.0,572.0
2062.0,343.0,872.0,268.0
1104.0,164.0,495.0,156.0
2761.0,757.0,2612.0,641.0
2081.0,456.0,1005.0,438.0
3334.0,541.0,1923.0,538.0
6550.0,1149.0,3570.0,1123.0
1081.0,181.0,792.0,184.0
2237.0,454.0,1255.0,429.0
11768.0,1893.0,6657.0,1874.0
2487.0,440.0,1545.0,452.0
4132.0,710.0,2087.0,633.0
4138.0,758.0,1762.0,723.0
921.0,126.0,368.0,120.0
10869.0,2226.0,9879.0,2152.0
7973.0,1591.0,2899.0,1502.0
1156.0,216.0,574.0,227.0
182.0,48.0,71.0,52.0
4953.0,735.0,1791.0,562.0
1824.0,348.0,934.0,305.0
2344.0,354.0,1035.0,321.0
2838.0,429.0,1331.0,426.0
3053.0,595.0,1434.0,557.0
3011.0,551.0,1665.0,535.0
1263.0,211.0,665.0,208.0
2056.0,413.0,933.0,367.0
2857.0,373.0,1325.0,359.0
3035.0,680.0,1597.0,663.0
2084.0,292.0,1099.0,292.0
3157.0,559.0,1758.0,569.0
7747.0,1133.0,3481.0,1083.0
4999.0,874.0,2687.0,817.0
7985.0,1257.0,3664.0,1215.0
5127.0,998.0,2749.0,976.0
185.0,32.0,85.0,32.0
19.0,5.0,7460.0,6.0
1083.0,217.0,562.0,203.0
1778.0,339.0,839.0,319.0
1918.0,364.0,745.0,348.0
1084.0,187.0,561.0,198.0
745.0,116.0,300.0,115.0
4486.0,723.0,1600.0,697.0
476.0,67.0,213.0,73.0
140.0,35.0,103.0,35.0
5678.0,1116.0,3182.0,1135.0
1500.0,319.0,899.0,304.0
1415.0,266.0,667.0,250.0
3292.0,698.0,1911.0,702.0
3208.0,790.0,1772.0,694.0
1697.0,267.0,832.0,277.0
3616.0,672.0,2022.0,652.0
2331.0,450.0,1074.0,400.0
3876.0,916.0,2386.0,867.0
1470.0,261.0,748.0,256.0
3252.0,610.0,1915.0,631.0
432.0,65.0,208.0,71.0
2509.0,366.0,1043.0,339.0
3996.0,550.0,1673.0,539.0
1967.0,315.0,734.0,291.0
808.0,137.0,371.0,145.0
2495.0,331.0,1118.0,338.0
1176.0,166.0,485.0,171.0
9488.0,1417.0,4095.0,1335.0
3027.0,675.0,2018.0,642.0
2434.0,630.0,1538.0,574.0
1048.0,185.0,469.0,162.0
2728.0,451.0,1290.0,452.0
2735.0,539.0,1390.0,491.0
146.0,31.0,75.0,31.0
1502.0,282.0,860.0,297.0
1974.0,364.0,1002.0,362.0
4518.0,827.0,2230.0,715.0
686.0,107.0,348.0,109.0
1951.0,341.0,1140.0,338.0
6331.0,1181.0,3419.0,1110.0
790.0,135.0,235.0,87.0
5115.0,776.0,2540.0,794.0
2139.0,440.0,1154.0,411.0
839.0,158.0,446.0,167.0
1307.0,314.0,917.0,291.0
1674.0,297.0,756.0,292.0
1495.0,333.0,905.0,281.0
1808.0,363.0,824.0,340.0
2292.0,472.0,970.0,431.0
1266.0,257.0,547.0,247.0
1910.0,326.0,1001.0,345.0
596.0,105.0,212.0,94.0
3282.0,566.0,1244.0,483.0
1486.0,290.0,781.0,274.0
1549.0,,863.0,275.0
1946.0,400.0,718.0,380.0
4885.0,988.0,2175.0,924.0
1479.0,246.0,550.0,217.0
3106.0,715.0,1262.0,665.0
2423.0,560.0,1098.0,503.0
1762.0,350.0,686.0,339.0
3306.0,503.0,1374.0,460.0
3732.0,846.0,1277.0,775.0
5024.0,881.0,1994.0,838.0
2405.0,390.0,872.0,367.0
3577.0,,1371.0,501.0
1631.0,284.0,788.0,284.0
3078.0,597.0,1411.0,586.0
2844.0,602.0,1613.0,544.0
2703.0,550.0,1241.0,515.0
1726.0,289.0,672.0,251.0
5092.0,988.0,1657.0,936.0
2411.0,446.0,1144.0,407.0
3308.0,720.0,1587.0,632.0
1701.0,363.0,680.0,324.0
2375.0,560.0,1124.0,502.0
2398.0,521.0,1266.0,471.0
2106.0,533.0,1141.0,445.0
2220.0,411.0,894.0,365.0
3800.0,728.0,1587.0,605.0
1860.0,364.0,777.0,339.0
1566.0,352.0,784.0,362.0
2725.0,531.0,1167.0,458.0
2990.0,450.0,1335.0,434.0
1728.0,271.0,897.0,284.0
2042.0,420.0,914.0,400.0
1687.0,253.0,893.0,257.0
2915.0,418.0,1340.0,421.0
1410.0,209.0,741.0,229.0
2933.0,481.0,1279.0,443.0
2621.0,416.0,1247.0,386.0
3460.0,602.0,1707.0,568.0
1369.0,280.0,758.0,246.0
1453.0,250.0,677.0,237.0
2864.0,487.0,1482.0,547.0
1888.0,411.0,826.0,396.0
2388.0,358.0,1187.0,362.0
6508.0,1028.0,2902.0,1010.0
5875.0,1115.0,2808.0,1029.0
4764.0,816.0,2077.0,755.0
7808.0,1390.0,3551.0,1392.0
1523.0,308.0,477.0,315.0
1615.0,338.0,823.0,327.0
2264.0,504.0,1076.0,472.0
1075.0,249.0,519.0,210.0
2300.0,463.0,1061.0,429.0
878.0,160.0,372.0,167.0
2652.0,342.0,1199.0,350.0
2933.0,461.0,1283.0,449.0
1966.0,348.0,875.0,381.0
1735.0,347.0,712.0,343.0
2156.0,469.0,1070.0,467.0
1923.0,393.0,910.0,345.0
2889.0,517.0,1351.0,489.0
1621.0,393.0,635.0,349.0
1974.0,410.0,1039.0,398.0
4030.0,,1852.0,778.0
1948.0,310.0,922.0,313.0
3273.0,579.0,1431.0,539.0
2554.0,515.0,1507.0,533.0
2344.0,434.0,1066.0,384.0
1333.0,235.0,660.0,206.0
1315.0,240.0,650.0,228.0
2644.0,464.0,1372.0,450.0
3201.0,542.0,1869.0,519.0
3941.0,645.0,1668.0,620.0
2090.0,387.0,1053.0,377.0
3049.0,609.0,1675.0,618.0
1644.0,294.0,801.0,291.0
1915.0,419.0,930.0,342.0
3919.0,743.0,1693.0,693.0
743.0,155.0,434.0,162.0
3741.0,698.0,1938.0,658.0
4011.0,936.0,2064.0,914.0
3155.0,580.0,1208.0,501.0
1244.0,242.0,696.0,236.0
2536.0,414.0,1400.0,426.0
2846.0,516.0,1526.0,492.0
1887.0,381.0,1060.0,364.0
1249.0,335.0,699.0,308.0
1584.0,295.0,846.0,295.0
1550.0,187.0,685.0,188.0
3091.0,697.0,1602.0,682.0
2242.0,699.0,1203.0,642.0
2313.0,,954.0,397.0
1555.0,369.0,493.0,335.0
2987.0,676.0,1782.0,688.0
2744.0,588.0,1493.0,557.0
6322.0,1001.0,2969.0,1043.0
2355.0,345.0,1014.0,348.0
1689.0,254.0,921.0,270.0
5496.0,1374.0,2502.0,1189.0
1328.0,187.0,607.0,197.0
5817.0,878.0,2538.0,876.0
2153.0,345.0,979.0,335.0
7520.0,1336.0,3833.0,1287.0
3876.0,782.0,2146.0,764.0
8072.0,1606.0,4323.0,1475.0
1683.0,341.0,880.0,327.0
2826.0,627.0,1767.0,628.0
1585.0,412.0,1362.0,424.0
1569.0,414.0,1031.0,368.0
1690.0,464.0,833.0,445.0
4922.0,1211.0,2557.0,1088.0
9772.0,1308.0,3741.0,1242.0
5815.0,898.0,2614.0,887.0
2551.0,448.0,1165.0,456.0
2723.0,529.0,1150.0,520.0
1059.0,150.0,400.0,154.0
1848.0,280.0,786.0,282.0
1804.0,304.0,750.0,298.0
2007.0,400.0,895.0,403.0
5315.0,1037.0,2228.0,950.0
488.0,63.0,161.0,62.0
2936.0,517.0,1182.0,501.0
7731.0,1360.0,2543.0,1249.0
3597.0,661.0,1132.0,639.0
1665.0,390.0,505.0,348.0
2791.0,546.0,785.0,512.0
1151.0,211.0,478.0,183.0
2364.0,631.0,1300.0,625.0
2081.0,339.0,906.0,323.0
2622.0,525.0,1027.0,510.0
3771.0,741.0,1786.0,721.0
2796.0,588.0,1346.0,562.0
904.0,154.0,310.0,144.0
1686.0,303.0,744.0,304.0
1449.0,281.0,636.0,295.0
1356.0,241.0,620.0,216.0
1311.0,259.0,648.0,268.0
883.0,202.0,401.0,194.0
1943.0,337.0,711.0,318.0
1808.0,315.0,691.0,280.0
709.0,182.0,547.0,172.0
1304.0,343.0,822.0,304.0
1439.0,325.0,738.0,316.0
1689.0,526.0,1071.0,529.0
1059.0,281.0,627.0,273.0
988.0,283.0,475.0,242.0
966.0,251.0,462.0,230.0
1706.0,415.0,990.0,394.0
1445.0,309.0,795.0,308.0
1743.0,373.0,780.0,357.0
1574.0,376.0,844.0,369.0
1974.0,482.0,965.0,458.0
2175.0,516.0,1087.0,477.0
2739.0,573.0,1223.0,569.0
3118.0,561.0,1275.0,530.0
2011.0,557.0,855.0,530.0
2259.0,537.0,957.0,520.0
1575.0,262.0,716.0,259.0
3452.0,791.0,1567.0,731.0
3201.0,527.0,1244.0,495.0
1848.0,428.0,1130.0,433.0
1811.0,406.0,718.0,403.0
3220.0,603.0,1299.0,591.0
2891.0,459.0,1012.0,441.0
2970.0,504.0,1117.0,512.0
2015.0,335.0,640.0,315.0
2296.0,356.0,902.0,334.0
4976.0,711.0,1926.0,625.0
5645.0,830.0,2324.0,769.0
2697.0,490.0,1462.0,515.0
2724.0,593.0,1124.0,586.0
2246.0,437.0,1035.0,386.0
2096.0,420.0,926.0,397.0
2066.0,393.0,919.0,395.0
2806.0,477.0,1369.0,460.0
3364.0,501.0,1442.0,506.0
3244.0,449.0,1174.0,454.0
2268.0,330.0,847.0,296.0
1528.0,264.0,606.0,251.0
2409.0,464.0,1006.0,403.0
2107.0,332.0,874.0,341.0
1090.0,164.0,473.0,163.0
6719.0,1016.0,2699.0,997.0
2511.0,549.0,1052.0,527.0
4839.0,918.0,2755.0,841.0
2073.0,388.0,826.0,375.0
4196.0,638.0,1713.0,615.0
4042.0,1298.0,2323.0,1158.0
1834.0,391.0,994.0,390.0
1426.0,287.0,525.0,260.0
2268.0,594.0,1311.0,585.0
4174.0,670.0,1882.0,647.0
6487.0,1112.0,2958.0,1131.0
6837.0,,3468.0,1405.0
3580.0,611.0,1634.0,567.0
4323.0,1020.0,2566.0,728.0
2653.0,606.0,1693.0,586.0
4742.0,756.0,2149.0,732.0
4794.0,767.0,2252.0,768.0
2324.0,754.0,1026.0,677.0
3064.0,588.0,1704.0,590.0
2696.0,496.0,1296.0,514.0
2819.0,612.0,1644.0,546.0
2919.0,508.0,1711.0,500.0
707.0,166.0,458.0,172.0
1120.0,297.0,659.0,274.0
1073.0,241.0,652.0,238.0
188.0,62.0,301.0,72.0
2287.0,497.0,1240.0,493.0
4670.0,1007.0,2430.0,962.0
3265.0,690.0,1629.0,629.0
5823.0,1104.0,2864.0,1041.0
1551.0,236.0,555.0,243.0
2895.0,524.0,1633.0,534.0
4376.0,797.0,1809.0,746.0
4143.0,656.0,1569.0,629.0
4967.0,885.0,2581.0,915.0
2050.0,434.0,1073.0,416.0
2677.0,691.0,1880.0,664.0
2020.0,476.0,1408.0,437.0
1168.0,253.0,937.0,248.0
3604.0,734.0,2605.0,704.0
1446.0,296.0,884.0,295.0
2099.0,406.0,1156.0,401.0
3689.0,746.0,2250.0,697.0
1389.0,309.0,841.0,288.0
1599.0,345.0,1086.0,314.0
1351.0,277.0,1011.0,297.0
2611.0,475.0,1293.0,463.0
3150.0,588.0,1857.0,610.0
701.0,182.0,489.0,168.0
2756.0,551.0,1381.0,531.0
1166.0,223.0,584.0,225.0
2191.0,391.0,1065.0,404.0
2217.0,451.0,1019.0,428.0
3080.0,617.0,1446.0,599.0
795.0,163.0,414.0,162.0
2406.0,423.0,1054.0,426.0
1634.0,315.0,909.0,317.0
2273.0,474.0,1124.0,420.0
1688.0,292.0,793.0,280.0
1765.0,394.0,868.0,388.0
1288.0,243.0,593.0,220.0
1437.0,257.0,752.0,245.0
2565.0,479.0,1227.0,467.0
2260.0,374.0,958.0,359.0
1138.0,205.0,541.0,180.0
2054.0,324.0,843.0,306.0
3067.0,569.0,1602.0,550.0
3404.0,628.0,1641.0,585.0
2399.0,389.0,1131.0,391.0
1762.0,293.0,810.0,297.0
2017.0,369.0,931.0,336.0
1534.0,292.0,716.0,288.0
2388.0,437.0,1015.0,381.0
1987.0,387.0,1065.0,347.0
1968.0,350.0,852.0,308.0
2900.0,538.0,1445.0,515.0
3977.0,930.0,1387.0,582.0
2154.0,499.0,524.0,259.0
4450.0,939.0,1328.0,590.0
1179.0,282.0,354.0,176.0
2157.0,487.0,768.0,322.0
1565.0,390.0,759.0,311.0
3234.0,746.0,1112.0,470.0
3939.0,860.0,1257.0,571.0
1141.0,239.0,505.0,184.0
2280.0,492.0,807.0,366.0
2469.0,519.0,1137.0,474.0
3894.0,776.0,1832.0,715.0
1563.0,314.0,737.0,305.0
3328.0,550.0,1309.0,512.0
3169.0,719.0,777.0,344.0
2021.0,,912.0,329.0
7042.0,1100.0,2936.0,1043.0
6190.0,1088.0,2967.0,1000.0
4808.0,848.0,2568.0,762.0
3659.0,652.0,1889.0,632.0
2289.0,611.0,919.0,540.0
1823.0,360.0,907.0,317.0
3986.0,737.0,1887.0,687.0
2676.0,521.0,1456.0,500.0
1514.0,348.0,767.0,354.0
1753.0,380.0,982.0,380.0
2597.0,522.0,1231.0,499.0
2721.0,557.0,1667.0,539.0
2176.0,385.0,1117.0,374.0
5199.0,1023.0,2036.0,890.0
2720.0,501.0,987.0,364.0
4418.0,704.0,1908.0,697.0
914.0,147.0,394.0,132.0
1530.0,266.0,728.0,250.0
4050.0,712.0,2072.0,636.0
1548.0,328.0,863.0,287.0
4073.0,718.0,2053.0,629.0
2856.0,513.0,1027.0,405.0
1384.0,284.0,582.0,224.0
4047.0,769.0,1998.0,673.0
956.0,213.0,488.0,215.0
1717.0,389.0,916.0,367.0
360.0,96.0,131.0,74.0
2697.0,529.0,1417.0,535.0
3109.0,712.0,1643.0,638.0
5409.0,1019.0,594.0,327.0
1460.0,311.0,569.0,176.0
3658.0,764.0,1278.0,518.0
3297.0,676.0,923.0,373.0
2530.0,524.0,940.0,361.0
855.0,217.0,280.0,139.0
2562.0,500.0,1128.0,414.0
1496.0,298.0,778.0,284.0
3223.0,637.0,851.0,418.0
471.0,84.0,195.0,72.0
4227.0,729.0,1809.0,679.0
4213.0,750.0,2142.0,746.0
570.0,112.0,304.0,108.0
508.0,93.0,263.0,81.0
3531.0,508.0,1505.0,497.0
1343.0,241.0,732.0,195.0
431.0,86.0,239.0,80.0
4838.0,920.0,2460.0,923.0
436.0,81.0,197.0,68.0
621.0,129.0,257.0,124.0
1545.0,279.0,662.0,266.0
1208.0,232.0,535.0,232.0
1174.0,249.0,601.0,242.0
651.0,157.0,421.0,151.0
1738.0,403.0,936.0,366.0
964.0,198.0,623.0,201.0
2022.0,413.0,1126.0,408.0
28.0,4.0,9.0,5.0
3553.0,659.0,1684.0,611.0
421.0,,303.0,106.0
404.0,96.0,261.0,100.0
1120.0,248.0,609.0,237.0
1717.0,403.0,1062.0,401.0
423.0,110.0,295.0,94.0
435.0,96.0,219.0,83.0
893.0,164.0,548.0,155.0
1956.0,402.0,1265.0,397.0
1166.0,268.0,515.0,266.0
3453.0,666.0,1958.0,601.0
3609.0,712.0,2650.0,742.0
2799.0,,2294.0,596.0
391.0,71.0,247.0,71.0
434.0,89.0,195.0,86.0
9849.0,1887.0,4356.0,1780.0
5514.0,909.0,2819.0,970.0
1690.0,327.0,855.0,296.0
840.0,154.0,429.0,150.0
527.0,112.0,270.0,112.0
1005.0,159.0,390.0,139.0
3725.0,543.0,1412.0,463.0
2368.0,297.0,796.0,301.0
1373.0,264.0,677.0,245.0
2256.0,420.0,1246.0,397.0
223.0,37.0,92.0,37.0
6473.0,1212.0,3559.0,1123.0
1343.0,223.0,751.0,225.0
1653.0,285.0,800.0,291.0
1787.0,296.0,921.0,287.0
1244.0,209.0,611.0,197.0
9374.0,1847.0,4827.0,1722.0
349.0,59.0,121.0,40.0
9601.0,1639.0,4449.0,1575.0
207.0,41.0,87.0,43.0
2607.0,557.0,1266.0,475.0
3476.0,650.0,2126.0,665.0
102.0,23.0,35.0,33.0
9148.0,1906.0,4656.0,1853.0
906.0,146.0,383.0,129.0
3655.0,598.0,1993.0,596.0
3096.0,545.0,1760.0,519.0
1658.0,301.0,913.0,298.0
1959.0,379.0,995.0,365.0
375.0,58.0,120.0,37.0
19.0,19.0,166.0,9.0
3469.0,661.0,1452.0,628.0
3275.0,760.0,1538.0,705.0
828.0,123.0,373.0,133.0
1232.0,180.0,408.0,196.0
2911.0,445.0,1170.0,460.0
3230.0,587.0,1579.0,560.0
90.0,18.0,47.0,18.0
5129.0,1171.0,3622.0,1128.0
1909.0,398.0,1140.0,380.0
3814.0,790.0,2219.0,804.0
4034.0,771.0,1967.0,742.0
6333.0,1355.0,3265.0,1265.0
3262.0,588.0,1834.0,578.0
3204.0,625.0,2016.0,605.0
1956.0,327.0,1004.0,307.0
2875.0,560.0,1608.0,558.0
13315.0,2424.0,6420.0,2289.0
3062.0,584.0,1624.0,538.0
4961.0,902.0,2654.0,804.0
4478.0,647.0,1990.0,672.0
136.0,20.0,72.0,22.0
3491.0,657.0,2075.0,644.0
7566.0,1348.0,3227.0,1199.0
1147.0,140.0,327.0,136.0
3176.0,468.0,1296.0,471.0
2773.0,384.0,1060.0,381.0
1975.0,375.0,732.0,326.0
705.0,114.0,347.0,141.0
2793.0,476.0,1279.0,477.0
4065.0,841.0,1986.0,680.0
2349.0,446.0,1302.0,392.0
1114.0,172.0,529.0,174.0
4006.0,762.0,1806.0,718.0
3269.0,647.0,1595.0,617.0
568.0,124.0,307.0,116.0
1221.0,260.0,682.0,275.0
2493.0,535.0,1370.0,504.0
4197.0,1006.0,2203.0,874.0
1499.0,250.0,1292.0,271.0
2434.0,511.0,1558.0,546.0
1442.0,229.0,538.0,220.0
1648.0,293.0,792.0,294.0
1974.0,393.0,799.0,377.0
2485.0,434.0,1296.0,434.0
2930.0,588.0,1448.0,570.0
2760.0,632.0,1260.0,576.0
1959.0,342.0,984.0,356.0
3012.0,616.0,1423.0,595.0
826.0,167.0,432.0,150.0
934.0,,401.0,255.0
1433.0,298.0,824.0,302.0
1768.0,423.0,1066.0,392.0
1718.0,395.0,914.0,400.0
1748.0,329.0,831.0,302.0
1750.0,347.0,754.0,356.0
2848.0,623.0,1408.0,576.0
3887.0,803.0,1768.0,779.0
2278.0,479.0,995.0,449.0
2483.0,459.0,1072.0,445.0
3679.0,613.0,1366.0,581.0
2369.0,413.0,944.0,422.0
2039.0,331.0,875.0,342.0
1713.0,334.0,570.0,297.0
3951.0,797.0,1916.0,740.0
2162.0,459.0,1468.0,441.0
887.0,217.0,614.0,199.0
3495.0,641.0,1688.0,684.0
1437.0,400.0,806.0,338.0
2973.0,620.0,1996.0,570.0
2001.0,387.0,1520.0,387.0
2881.0,584.0,1490.0,570.0
1438.0,237.0,569.0,208.0
1043.0,196.0,555.0,197.0
1437.0,307.0,1035.0,284.0
1591.0,364.0,1290.0,352.0
1721.0,399.0,1878.0,382.0
1469.0,370.0,1318.0,349.0
1241.0,240.0,612.0,266.0
2331.0,508.0,1210.0,484.0
5737.0,1286.0,4722.0,1210.0
201.0,35.0,74.0,22.0
1981.0,507.0,1998.0,468.0
693.0,207.0,598.0,192.0
311.0,95.0,293.0,94.0
1580.0,385.0,881.0,361.0
683.0,189.0,459.0,195.0
484.0,202.0,198.0,204.0
178.0,53.0,152.0,62.0
121.0,41.0,658.0,41.0
530.0,177.0,325.0,158.0
3960.0,716.0,1776.0,724.0
1467.0,328.0,673.0,310.0
2359.0,504.0,1131.0,480.0
422.0,63.0,158.0,63.0
1913.0,335.0,839.0,333.0
1791.0,359.0,679.0,322.0
3377.0,669.0,2426.0,663.0
1320.0,255.0,720.0,232.0
1762.0,418.0,855.0,308.0
5075.0,978.0,3033.0,838.0
2254.0,328.0,402.0,112.0
505.0,124.0,163.0,129.0
5200.0,1119.0,3221.0,1102.0
1700.0,325.0,972.0,326.0
3487.0,740.0,1957.0,685.0
244.0,52.0,176.0,60.0
45.0,8.0,22.0,9.0
60.0,12.0,51.0,14.0
2617.0,659.0,2052.0,642.0
2360.0,607.0,2047.0,605.0
